,cities,lat,long,d1,d2,d3,sharp2,heat2,sharp3,heat3,sharp4,heat4,sharp5,heat5,sharp6,heat6,sharp7,heat7,sharp8,heat8,sharp9,heat9,sharp10,heat10
742,太原,37.870363,112.54896,-0.232100184,-0.060202826,-0.03284878,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Cluster 7_b,Cluster 6,Cluster 6_b,Cluster 9,Cluster 9_b,Cluster 2,Cluster 2_b
743,代县,39.066841,112.960079,-0.228528502,-0.052493884,-0.044079729,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
744,岢岚,38.703963,111.572839,-0.231078881,-0.055973064,-0.044389782,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
745,偏关,39.436464,111.509167,-0.223553263,-0.075265895,-0.042783655,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Z,Cluster 2,Z,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
746,忻州,38.416106,112.73422,-0.231499799,-0.068333123,-0.044203453,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
747,平定,37.805087,113.629585,-0.22479871,-0.070094093,-0.039943475,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
748,临猗,35.144705,110.774075,-0.224716601,-0.080425977,-0.009980858,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
749,平陆,34.829384,111.1939,-0.236462359,-0.086703572,-0.018026268,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Z,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
750,万荣,35.415349,110.83781,-0.210891235,-0.07374746,-0.007074762,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Z,Cluster 2,Z,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
751,平利,32.389026,109.361785,-0.24134369,-0.001052343,0.025780974,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_b,Cluster 1,Cluster 1_a,Cluster 4,Z,Cluster 5,Cluster 5_b,Cluster 8,Cluster 8_b
752,宝鸡,34.363161,107.23773,-0.228382052,-0.092203806,-0.019730865,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
753,城固,33.156743,107.333723,-0.225416513,-0.076444449,-0.013176047,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
754,佛坪,33.524477,107.990477,-0.243111824,-0.013341844,0.033964825,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Z,Cluster 6,Z,Cluster 1,Cluster 1_b,Cluster 4,Z,Cluster 5,Z,Cluster 8,Cluster 8_a
755,略阳,33.327037,106.156907,-0.244342361,-0.061336261,-0.020746957,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
756,镇巴,32.536704,107.895007,-0.240871456,-0.022318191,0.035389337,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Z,Cluster 6,Z,Cluster 1,Cluster 1_b,Cluster 4,Z,Cluster 5,Z,Cluster 8,Cluster 8_a
757,商洛,33.873637,109.918534,-0.234967037,-0.090353266,-0.036597836,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Z,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
758,镇安,33.423385,109.152585,-0.230837592,0.006477733,0.029905826,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_b,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
759,铜川,34.897071,108.945101,-0.240235821,-0.093644219,-0.03128999,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_b,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
760,大荔,34.795602,109.942109,-0.216680086,-0.064076801,-0.031405443,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Z,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
761,户县,34.07783,108.478364,-0.239407378,-0.109845265,-0.027752424,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
762,西安,34.342726,108.939614,-0.255728204,-0.075456396,-0.034956299,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_b,Cluster 9,Cluster 9_b,Cluster 2,Cluster 2_b
763,永寿,34.691851,108.142151,-0.239756284,-0.096093281,-0.041059606,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
764,延安,36.651179,109.494896,-0.263436577,-0.056447107,-0.01367778,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_b,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
765,富县,35.987777,109.379745,-0.253400299,-0.060950312,-0.010679745,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
766,黄龙,35.584542,109.840132,-0.234401125,-0.063446676,-0.01799613,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
767,志丹,36.821937,108.768568,-0.23199279,-0.04446221,-0.050661497,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Z,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
768,靖边,37.600108,108.794088,-0.244412273,-0.05290954,-0.04297584,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Cluster 7_b,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
769,米脂,37.755243,110.183805,-0.234373766,-0.051546882,-0.045870341,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
770,清涧,37.088919,110.121098,-0.222017657,-0.063852973,-0.022765225,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Z,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
771,神木,38.84331,110.49908,-0.234163456,-0.067490936,-0.05486684,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Z,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
772,宝山,31.405309,121.489411,0.056677079,0.252598028,-0.170975745,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
773,崇明,31.62337,121.397251,0.074282839,0.251758216,-0.156685671,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
774,奉贤,30.918047,121.47411,0.096248897,0.27407748,-0.171400935,Cluster 1,Cluster 1_b,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
775,上海,31.230412,121.473811,0.070672276,0.263283833,-0.173810399,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
776,嘉定,31.375916,121.265401,0.08040201,0.248665715,-0.183309575,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
777,金山,30.741809,121.342686,0.087453853,0.264307553,-0.170958727,Cluster 1,Cluster 1_b,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
778,闵行,31.112877,121.381755,0.082306789,0.26309862,-0.186901669,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
779,南汇,30.898274,121.919586,0.083074898,0.266201294,-0.176508973,Cluster 1,Cluster 1_b,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
780,浦东,31.222073,121.544834,0.104464023,0.25603119,-0.173397899,Cluster 1,Cluster 1_b,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
781,青浦,31.149888,121.124121,0.083931642,0.256124494,-0.17494024,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
782,松江,31.032485,121.227635,0.069716931,0.275561249,-0.187311942,Cluster 1,Cluster 1_b,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
783,平昌,31.560546,107.103577,-0.207725983,0.001182476,0.03632793,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
784,成都,30.572891,104.066149,-0.194473469,0.010606036,0.040629192,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
785,泸定,29.914113,102.234698,-0.206464485,0.010679449,0.028347369,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
786,华蓥,30.39014,106.783136,-0.188654424,0.014483608,0.047623619,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
787,青川,32.575532,105.238864,-0.203705668,0.00954162,0.036571162,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
788,旺苍,32.228869,106.28979,-0.222435804,-0.009204292,0.037129348,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_b,Cluster 1,Cluster 1_a,Cluster 4,Z,Cluster 5,Cluster 5_b,Cluster 8,Cluster 8_a
789,乐山,29.552219,103.765396,-0.194598091,0.026558068,0.049092418,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
790,西昌,27.894424,102.264556,-0.217569644,-0.005892802,0.022749324,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
791,古蔺,28.038767,105.812672,-0.188239452,0.034691438,0.034167473,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
792,北川,31.617168,104.468112,-0.19826479,0.023217373,0.041241053,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
793,盐亭,31.208271,105.389445,-0.19667046,0.027731549,0.027059366,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
794,资中,29.764069,104.851944,-0.168644269,0.030364356,0.048843831,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_b,Cluster 2,Z,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
795,米易,26.896234,102.111088,-0.220665766,-0.00312618,0.040047135,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
796,遂宁,30.532869,105.592733,-0.182556813,0.025977941,0.058804432,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
797,宝兴,30.381949,102.814089,-0.181158169,0.026735033,0.027192176,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
798,汉源,29.344247,102.650602,-0.192743475,0.020223087,0.033483742,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
799,长宁,28.582966,104.92071,-0.179965881,0.034797596,0.052800436,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_b,Cluster 2,Z,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
800,屏山,28.828484,104.345968,-0.181321605,0.013976095,0.05212817,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
801,富顺,29.181274,104.97493,-0.212066438,0.017181504,0.043724617,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
802,台北,25.034613,121.568211,0.303857111,-0.224006384,-0.23827897,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
803,高雄县,22.620165,120.312153,0.310884303,-0.244054991,-0.235228403,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
804,花莲,23.991337,121.620636,0.317739359,-0.242682268,-0.246950286,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
805,嘉义市,23.481419,120.453573,0.293005448,-0.238239797,-0.243017851,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
806,苗栗,24.564385,120.82059,0.257342429,-0.088993787,0.095252136,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_b,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Z,Cluster 7,Cluster 7_a,Cluster 4,Cluster 4_a
807,南投,23.907847,120.700237,0.310899583,-0.231849879,-0.242443372,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
808,屏东,22.683328,120.487721,0.285959287,-0.239383262,-0.249689253,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
809,台东,22.755332,121.150552,0.31455888,-0.222505359,-0.238698666,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
810,台南市,22.98941,120.186268,0.295666846,-0.234393942,-0.257596887,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
811,台中县,24.163362,120.647632,0.305152387,-0.225486448,-0.234838074,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
812,桃园,24.993566,121.301,0.245305545,-0.100544874,0.071431038,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Z,Cluster 7,Cluster 7_a,Cluster 4,Cluster 4_a
813,新竹县,24.82676,121.012809,0.265470271,-0.083016155,0.08380415,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_b,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Z,Cluster 7,Cluster 7_a,Cluster 4,Cluster 4_a
814,宜兰,24.731425,121.763137,0.314605724,-0.239210257,-0.254826054,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
815,云林,23.581275,120.30313,0.300766353,-0.235168567,-0.242390286,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
816,彰化,24.075321,120.553734,0.306599112,-0.228294416,-0.241154901,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
817,天津,39.085287,117.20148,-0.255131129,-0.107825481,-0.024324971,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
818,香港,22.280203,114.166232,0.259547567,-0.12169471,0.186605728,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
819,新界,22.38169,114.206418,0.26705301,-0.100893611,0.211297237,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 4,Z
820,阿克苏,41.714709,82.986681,-0.260512507,-0.088137393,-0.026468182,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_b,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
